time,area_h1,area_h2,area_h3,area_h4,area_h5,area_h6,area_h7
1812500,62228.073777051,84446.135304603,64729.31184353,73795.020254737,60489.467707198,12808.46822623,291503.52288664
1818750,61974.046020084,84454.340553226,64793.349940222,73837.984869423,60640.595279079,12950.669645383,291349.01369257
1825000,61719.933038295,84459.619356085,64859.954543448,73879.562550298,60791.246881384,13098.694513758,291190.98911672
1831250,61466.428844982,84460.829895908,64929.63942879,73919.796932601,60941.52235742,13250.817492019,291030.96504827
1837500,61214.030283192,84456.474745431,65003.473656249,73958.744739612,61091.528495166,13421.005662546,290854.74241779
1843750,60962.209456166,84446.565803725,65082.02136984,73996.473866064,61241.361755934,13589.692081631,290681.67566663
1850000,60709.830069658,84434.232667615,65163.323925342,74033.061137249,61391.099227464,13773.86167091,290494.59130175
1856250,60456.469093854,84423.669637364,65243.662291237,74068.589784215,61540.79266356,13969.962556655,290296.8539731
1862500,60202.346675082,84417.043071372,65320.738942391,74103.14702243,61690.459797413,14161.133623949,290105.13086735
1868750,59947.615253592,84414.432796368,65394.438333322,74136.821726881,61840.075058581,14373.859280422,289892.75755082
1875000,59692.774110068,84414.680415903,65465.527913081,74169.702393334,61989.563879186,14595.754524726,289671.99676369
1881250,59438.522365704,84416.342913271,65534.80839925,74201.875478739,62138.803590555,14813.752071166,289455.8951813
1887500,59184.737184691,84418.647751652,65603.168998147,74233.423988981,62287.631275287,15057.150345729,289215.2404555
1893750,58930.715331807,84421.533509877,65671.338184526,74264.426260302,62435.857123174,15312.416165688,288963.71342461
1900000,58676.250198322,84424.947117042,65739.538925251,74294.954659299,62583.282317348,15567.919426219,288713.10735651
1906250,58421.500281396,84428.629005942,65807.847761355,74325.074385366,62729.717704349,15846.261770232,288440.96909135
1912500,58166.596911829,84432.134353832,65876.594676123,74354.842007886,62874.998226162,16140.116985298,288154.71683886
1918750,57911.999865237,84434.834145879,65946.036134567,74384.303708563,63018.992184712,16443.172109534,287860.6618515
1925000,57658.09363987,84436.546191817,66016.114646133,74413.493716248,63161.606523845,16747.278238101,287566.86704398
1931250,57404.61659471,84437.770097683,66086.738349838,74442.432964471,63302.791239914,17071.610748053,287254.04000532
1937500,57150.989817958,84439.214329109,66157.851458145,74471.12780034,63442.543576531,17415.031642232,286923.24137567
1943750,56897.176001018,84441.098346662,66229.226531064,74499.569600475,63580.911553081,17768.226175997,286583.79179169
