time,area_h1,area_h2,area_h3,area_h4,area_h5,area_h6,area_h7
229687.5,125951.43115832,56250.62523119,39956.974364609,45407.891152682,41084.093729761,45559.245159629,295789.7392038
242187.5,125412.02471141,56754.898871198,40273.339010101,45490.190588386,41117.204318752,46423.324045972,294529.01845417
254687.5,124880.58059358,57245.78211009,40589.537860422,45577.452784792,41147.744047183,47232.141179231,293326.76142469
267187.5,124351.82603661,57731.36463059,40905.28641676,45670.777577068,41176.663012218,48002.397102491,292161.68522425
279687.5,123819.2654202,58218.599880559,41222.478469592,45770.085170764,41205.208962729,48752.725100133,291011.63699602
292187.5,123278.2738349,58710.324915171,41543.620749446,45874.105820006,41234.718789165,49470.383026476,289888.57286482
304687.5,122728.12767291,59204.294907473,41870.121710458,45980.779526343,41266.440235828,50162.357709683,288787.87823729
317187.5,122171.62611239,59693.010126569,42202.085036453,46087.927086413,41301.386818585,50847.176826492,287696.78799309
329687.5,121612.93452657,60169.703258804,42538.970476739,46193.908596843,41340.19357851,51507.700150078,286636.58941245
342187.5,121055.83871605,60632.234897197,42879.987329512,46298.058894559,41382.962965519,52155.710530003,285595.20666715
354687.5,120502.73173778,61083.222781381,43224.522744059,46400.831442124,41429.16053517,52802.097949444,284557.43281003
367187.5,119953.83727883,61529.864416163,43572.779395185,46503.657677948,41477.655006932,53426.779217365,283535.42700757
379687.5,119407.2303872,61984.804214688,43927.223601782,46608.586123881,41526.942119063,54049.641558618,282495.57199476
385937.5,119132.23971472,62220.096226302,44108.557299664,46662.375641451,41551.572513429,54356.203369543,281968.95523488
392187.5,118856.99300749,62467.534075251,44297.790296474,46717.361272077,41575.906861278,54655.803014974,281428.61147245
398437.5,118581.13804294,62775.491986677,44539.200588543,46773.78494383,41599.792025304,54950.597409176,280779.99500352
410937.5,118029.16113123,63464.38703657,45049.370295082,46892.593667778,41645.016803466,55515.578338134,279403.89272773
423437.5,117473.29831058,64080.172166938,45471.068218578,47018.797559588,41687.440044386,56120.059027269,278149.16467265
435937.5,116915.59686957,64661.523094755,45861.425401206,47151.840243852,41727.280435987,56737.003014092,276945.33094053
448437.5,116358.61075133,65215.094646054,46242.644150071,47290.331476443,41765.296200275,57346.443611488,275781.57916432
460937.5,115804.58537218,65746.53396192,46623.101323389,47432.529185234,41802.620019432,57965.256055177,274625.37408266
467187.5,115527.13812255,66006.231448343,46813.261491291,47504.441724621,41821.595411942,58272.760876921,274054.57092432
479687.5,114979.90925144,66501.902353437,47184.034909289,47649.391130858,41860.295221099,58871.54951505,272952.91761882
485937.5,114705.69912017,66750.221599694,47369.692115801,47722.316458646,41880.487424333,59174.918191214,272396.66509013
492187.5,114432.30945988,66994.531169663,47551.123911829,47795.46991146,41901.362913842,59469.172100854,271856.03053246
498437.5,114159.38276291,67235.112043991,47731.197906732,47868.912147129,41923.037722411,59762.902543581,271319.45487324
504687.5,113886.51243942,67476.315563998,47909.799501305,47942.758972524,41945.60213269,60051.07190919,270787.93948087
510937.5,113613.27547973,67718.580701416,48087.223530018,48017.172770293,41969.11603897,60331.862455077,270262.76902449
517187.5,113339.26833844,67960.73501697,48261.717328799,48092.350608954,41993.604734518,60614.803134338,269737.52083798
523437.5,113064.14462435,68202.627923576,48434.998009268,48168.511017715,42019.056086936,60900.561473534,269210.10086461
529687.5,112787.65041218,68445.264488338,48606.863672767,48245.879006055,42045.419409974,61180.951372024,268687.97163865
535937.5,112509.64984293,68693.54372557,48778.788144212,48324.670028,42072.606560879,61460.041334684,268160.70036371
542187.5,112230.13406606,68946.102798051,48949.488591827,48405.073335208,42100.49556539,61746.553958482,267622.15168497
548437.5,111949.21193759,69199.222822789,49113.930530799,48487.236574148,42128.937060608,62033.355354174,267088.10571989
554687.5,111667.08830254,69452.559935903,49272.07621477,48571.252907125,42157.762888781,62313.830534293,266565.42921658
560937.5,111384.03951739,69704.548085994,49432.04046642,48657.151695304,42186.795779706,62596.347682208,266039.07677297
567187.5,111100.39351726,69953.482913302,49589.812690012,48744.894580457,42215.859412506,62881.945244388,265513.61164207
573437.5,110816.51513387,70201.12617358,49742.150106275,48834.379117701,42244.788403822,63160.799204921,265000.24185982
579687.5,110532.79218581,70446.03625784,49897.288217779,48925.448316305,42273.436996228,63436.457520692,264488.54050533
585937.5,110249.61652944,70684.440844466,50050.944755902,49017.904215114,42301.685962367,63718.570838117,263976.83685459
592187.5,109967.35792875,70923.380915957,50198.804657216,49111.526352257,42329.448464289,63999.225904207,263470.25577731
598437.5,109686.33394235,71161.103010534,50350.714100194,49206.089826285,42356.673751431,64272.288151683,262966.79721752
604687.5,109406.78235588,71394.261249479,50501.70327806,49301.380482997,42383.348325304,64549.756822101,262462.76748616
610937.5,109128.84177327,71627.620708109,50644.478296181,49397.210554957,42409.495889529,64832.054869173,261960.29790877
617187.5,108852.54307511,71860.799751884,50791.324708308,49493.432855637,42435.17565434,65106.514085146,261460.20986956
623437.5,108577.80999532,72092.241677603,50938.071704204,49589.949502659,42460.478059072,65379.021318298,260962.42774284
629687.5,108304.46542309,72324.708217871,51076.667217156,49686.71908068,42485.519601101,65660.157087356,260461.76337273
635937.5,108032.24166855,72557.301167979,51218.138944333,49783.761929459,42510.437354879,65938.214826932,259959.90410786
642187.5,107760.79593289,72788.379872536,51359.556510853,49881.158405237,42535.382245237,66208.392154567,259466.33487867
648437.5,107489.73319717,73020.266317367,51493.708423443,49979.042453319,42560.512329883,66485.536131016,258971.20114779
654687.5,107218.63683994,73254.024308771,51631.52199082,50077.592745912,42585.986998536,66766.298108768,258465.93900724
660937.5,106947.10368557,73485.842860016,51770.69935845,50177.017983459,42611.960649895,67037.734863653,257969.64059894
667187.5,106674.77693251,73716.437782754,51902.251074364,50277.539627596,42638.576428843,67310.350304232,257480.0678497
673437.5,106401.37040879,73948.394118181,52036.948290237,50379.376356721,42665.960803294,67591.146037113,256976.80398566
679687.5,106126.68146142,74176.601973865,52177.531508399,50482.727620806,42694.217795427,67865.810024361,256476.42961571
685937.5,105850.59460884,74403.662505562,52312.317188925,50587.758406663,42723.42315117,68135.565308195,255986.67883064
692187.5,105573.08122291,74632.739336131,52444.971308426,50694.589084009,42753.619826548,68413.791907705,255487.20731426
698437.5,105294.19993436,74860.042875045,52582.0269429,50803.289820716,42784.814757226,68690.721538669,254984.90413107
704687.5,105014.0987413,75087.616106458,52712.443680118,50913.878714079,42816.977006926,68959.306655428,254495.67909568
710937.5,104733.01546196,75317.470520573,52837.421065111,51026.325958954,42850.038516888,69233.722797104,254002.0056794
717187.5,104451.27137898,75548.404256893,52966.917283956,51140.563662223,42883.897862771,69511.298728214,253497.64682695
723437.5,104169.25456588,75778.203624533,53090.757017209,51256.497199872,42918.42568201,69781.086064918,253005.77584557
729687.5,103887.39306179,76007.450553883,53208.41335634,51374.019162084,42953.472254558,70053.630869387,252515.62074195
735937.5,103606.12182375,76236.402817653,53330.142038862,51493.024492526,42988.876761761,70332.017437349,252013.41462809
742187.5,103325.84926182,76462.45487407,53448.809630042,51613.422483369,43024.476544917,70604.243062859,251520.74414291
748437.5,103046.92817717,76687.366802201,53562.95765255,51735.146468206,43060.116067505,70876.241209224,251031.24362314
754687.5,102769.63332683,76912.105243018,53681.405793927,51858.161501104,43095.655708408,71155.337826726,250527.70059998
760937.5,102494.14546679,77133.843466109,53797.342547776,51982.467640334,43130.978953198,71429.652820996,250031.56910479
767187.5,102220.54074208,77354.896040908,53906.696102107,52108.100044493,43165.998255171,71701.202953262,249542.56586196
773437.5,101948.78521708,77577.193410833,54018.975270837,52235.126334691,43200.659387842,71980.659764119,249038.60061458
779687.5,101678.73609579,77797.910326862,54131.303819912,52363.639862952,43234.943793275,72256.781326826,248536.68477438
785937.5,101410.15173714,78018.904562887,54237.178894964,52493.749837753,43268.868724434,72527.77340243,248043.37284038
792187.5,101142.71146988,78242.513924372,54344.848460398,52625.569893963,43302.485576028,72807.070314543,247534.8003608
798437.5,100876.04381702,78464.244424881,54455.178868332,52759.204133244,43335.876428087,73085.058386475,247024.39394195
804687.5,100609.75906077,78684.18173544,54560.062033262,52894.731122562,43369.148978282,73355.717113683,246526.39995599
810937.5,100343.48051548,78906.430830692,54665.722371925,53032.189288539,43402.430758918,73634.310117397,246015.43611704
817187.5,100076.86922165,79125.959238149,54778.51899467,53171.56675402,43435.863040168,73914.39379745,245496.82895388
823437.5,99809.639912975,79342.002904603,54890.703907102,53312.800141989,43469.594393432,74185.379225672,244989.87951422
829687.5,99541.57024925,79559.826602611,55000.479809311,53455.786050664,43503.774313775,74462.507665859,244476.05530852
835937.5,99272.50742506,79777.204582844,55113.039952991,53600.402564832,43538.547233698,74743.974072457,243954.32416811
842187.5,99002.375252383,79994.63131719,55224.159585076,53746.532665147,43574.046364769,75014.990900623,243443.2639148
848437.5,98731.180264286,80215.137801949,55329.53514228,53894.082784275,43610.387030422,75289.035421277,242930.6415555
854687.5,98459.015774326,80439.781310492,55434.216911951,54042.995673381,43647.660863579,75570.31412449,242406.01534177
860937.5,98186.061869614,80667.696400128,55535.331382335,54193.255582177,43685.930369648,75842.016483406,241889.70791268
867187.5,97912.57752531,80896.120175628,55629.772324019,54344.8869144,43725.224097041,76114.553391058,241376.86557253
873437.5,97638.884567236,81126.179804025,55722.058295957,54497.952056732,43765.534464795,76396.839857123,240852.55095412
879687.5,97365.342202793,81359.009158137,55810.094000879,54652.549170704,43806.817945181,76671.199061003,240334.98846129
885937.5,97092.315476917,81589.511600068,55894.816277428,54808.808885973,43848.997104362,76943.901199846,239821.6494554
892187.5,96820.14737174,81821.833954545,55976.394565992,54966.888568655,43891.965741568,77227.098786935,239295.67101055
898437.5,96549.134984328,82062.929083488,56049.349330415,55126.955947659,43935.596209049,77503.705172149,238772.3292729
904687.5,96279.509614319,82306.090576371,56112.881798239,55289.154249212,43979.746882514,77776.49792188,238256.11895745
910937.5,96011.421895262,82544.90629336,56175.642771402,55453.558965225,44024.27083683,78059.900197397,237730.29904051
917187.5,95744.932460926,82780.280380769,56241.827375184,55620.14725614,44069.024979948,78338.137097541,237205.65044948
923437.5,95480.008598788,83010.756214459,56312.850116511,55788.798506407,44113.877636273,78610.888012384,236682.82091517
929687.5,95216.526518277,83232.310723553,56387.577344977,55959.327657949,44158.715437057,78893.807356782,236151.73496139
935937.5,94954.279765902,83450.720726606,56464.601576755,56131.53359012,44203.450385274,79173.111709231,235622.3022461
942187.5,94692.99384881,83668.93546526,56546.573412109,56305.240357548,44248.024401283,79446.387158501,235091.84535648
948437.5,94432.345585753,83883.063777787,56630.213044502,56480.330481536,44292.411799417,79729.291392676,234552.34391832
954687.5,94171.985511674,84096.767210867,56714.359320258,56656.782419004,44336.621282568,80009.410921611,234014.07333401
960937.5,93911.562109741,84312.031198751,56800.701269649,56834.703678285,44380.694773861,80283.225968666,233477.08100104
964062.5,93780.874208896,84420.357769554,56845.235950792,56924.385890306,44402.763878851,80425.157847913,233201.22445368
970312.5,93519.785119728,84635.483238523,56931.874166637,57104.948901037,44446.767081959,80705.476149181,232655.66534293
976562.5,93257.882021178,84853.183094785,57018.521941798,57287.763014382,44490.860821087,80979.071646134,232112.71746063
982812.5,92994.927854846,85072.603194695,57109.956310958,57473.164376511,44535.170115989,81255.333037761,231558.84510923
985937.5,92862.747166164,85182.226482831,57157.976017958,57566.93081214,44557.478310317,81399.559341238,231273.08186934
989062.5,92730.25091727,85289.819855101,57207.111336278,57661.376269098,44579.881618133,81542.266646824,230989.29335729
992187.5,92597.395108101,85395.567323231,57257.09665302,57756.499574445,44602.397934844,81681.450622034,230709.59278431
995312.5,92464.121794007,85500.540009448,57308.073647244,57852.282322691,44625.045113555,81816.835981101,230433.10113194
1001562.5,92196.023708404,85708.599450665,57413.785983497,58045.552790628,44670.803221945,82083.086819268,229882.14802558
1007812.5,91923.658074851,85914.205406145,57528.020393604,58240.862236565,44717.327015087,82361.601673017,229314.32520072
1014062.5,91643.710223056,86114.395930705,57654.030287997,58437.667905424,44764.733166615,82636.947507852,228748.51497834
1017187.5,91500.957214218,86212.108910463,57718.48595396,58536.703854265,44788.765034655,82776.421294674,228466.55773775
1020312.5,91356.098089106,86307.46005108,57782.895158262,58635.943934899,44813.043972202,82915.561012785,228188.99778166
1026562.5,91062.888592172,86496.899099411,57905.68301658,58834.440374491,44862.466499841,83191.68773187,227645.93468562
1032812.5,90770.327326819,86686.794506543,58022.309254019,59033.811564207,44912.974849547,83456.757389029,227117.02510982
1035937.5,90623.0479409,86783.813106011,58081.377149765,59134.190880234,44938.586773066,83588.367370486,226850.61677953
1039062.5,90475.055080576,86881.815659318,58139.707044638,59234.90232901,44964.466135417,83718.730952702,226585.32279833
1042187.5,90326.503434519,86979.440091268,58197.351192027,59336.025416068,44990.608770468,83850.261716451,226319.80937919
1045312.5,90177.734471328,87076.782339338,58253.382259271,59437.638738534,45017.008299298,83980.941051631,226056.51284059
1048437.5,90029.186216173,87175.32156071,58305.443488754,59539.812696972,45043.656262869,84107.968755696,225798.61101881
1051562.5,89881.522643095,87276.495017076,58353.608207369,59642.602556115,45070.542327171,84230.733249227,225544.49599994
1054687.5,89735.237117434,87381.358149347,58399.248859328,59746.04245021,45097.654455442,84350.865192717,225289.59377551
1057812.5,89590.175296904,87489.75172942,58442.885003444,59850.141040513,45124.979058539,84471.486913923,225030.58095725
1060937.5,89445.708892589,87601.207322686,58482.417405057,59954.879749955,45152.501172317,84595.5454788,224767.73997859
1067187.5,89157.563619573,87828.967355135,58537.657066196,60165.709515494,45208.117375772,84851.98211332,224250.0029545
1070312.5,89011.992339388,87945.247976844,58564.885506787,60272.088864768,45236.136379346,84984.374315869,223985.27461699
1073437.5,88866.19005845,88063.407746426,58590.251717419,60378.834981831,45264.285271963,85114.639900154,223722.39032375
1076562.5,88720.368589213,88184.898401368,58611.871952468,60485.872443258,45292.546820893,85245.129746122,223459.31204667
1079687.5,88574.737248506,88310.416188753,58628.969191313,60593.138058752,45320.904054191,85378.709715627,223193.12554285
1081250,88501.858794164,88374.203401572,58636.764173848,60646.936007874,45335.116384234,85447.367201443,223057.75403686
1082812.5,88429.129678632,88438.354372799,58643.534241583,60700.771865877,45349.346976588,85516.132356491,222922.73050802
1084375,88356.572365671,88502.599220009,58649.296700366,60754.642958715,45363.593896959,85584.65316623,222788.64169204
1087500,88212.486319114,88629.658460325,58658.066987782,60862.288501748,45392.118192317,85717.950756748,222527.43078195
1093750,87927.313361985,88882.448171878,58670.876100616,61077.397798843,45449.2214209,85973.706323007,222019.03682276
1096875,87783.694615294,89012.501155411,58676.075423191,61185.786701336,45477.842522466,86107.837139359,221756.26244293
1100000,87639.771757944,89144.81812127,58677.548690426,61294.55286929,45506.472289194,86244.900050655,221491.93622121
1106250,87352.475511021,89414.727239043,58670.174372378,61513.313792248,45563.636111351,86519.611582152,220966.0613918
1109375,87207.716770139,89550.670907651,58668.103419579,61624.095848102,45592.262164846,86659.069842031,220698.08104764
1112500,87062.871515752,89684.766955809,58666.906669295,61735.701633796,45620.878234436,86794.749244281,220434.12574662
1115625,86917.997868292,89816.497562949,58666.579235756,61848.150003648,45649.48491223,86929.799305202,220171.49111191
1118750,86773.202225255,89946.589790557,58666.927353588,61961.402087682,45678.084793327,87067.456417923,219906.33733166
1121875,86628.604036756,90076.022894221,58667.7483688,62075.374693008,45706.682496901,87207.031179186,219638.53633112
1125000,86484.23372838,90205.194859759,58668.604629105,62189.956257492,45735.284577588,87345.520734113,219371.20521355
1128125,86339.95162407,90333.979361814,58668.888100296,62305.016315468,45763.899394292,87480.748339298,219107.51686475
1134375,86052.006125378,90591.376999632,58666.128689469,62535.140153869,45821.117835115,87742.389355345,218591.84084118
1140625,85761.720268474,90852.89769693,58661.401584877,62765.913400965,45878.557539136,88022.377757683,218057.13175192
1146875,85469.166518426,91111.768365051,58660.547913864,62997.441647776,45936.334772874,88301.920295659,217522.82048634
1153125,85174.746570291,91364.000370656,58670.404798502,63230.970793699,45994.577387029,88580.052366641,216985.24771317
1159375,84879.368799492,91610.91097243,58691.004022376,63469.681563976,46053.418531192,88868.742106696,216426.87400383
1162500,84730.652809282,91735.137717401,58704.83995534,63592.004648092,46083.103719951,89014.332733821,216139.9284161
1165625,84581.713811371,91860.328798517,58721.919207487,63717.672065394,46112.978047048,89154.289664956,215851.09840522
1168750,84432.418699565,91987.413422539,58743.005863583,63848.249969031,46143.057817749,89291.606386728,215554.24784079
1175000,84133.916445006,92249.06328411,58830.579209881,64160.174166947,46203.949931081,89571.14880017,214851.16816279
1178125,83983.495437275,92380.773207542,58874.895108315,64315.403070363,46234.743123342,89717.057104716,214493.63294844
1181250,83832.930340529,92510.054535114,58919.787361528,64467.834128776,46265.796688249,89859.691984195,214143.9049616
1184375,83682.262704511,92633.975483504,58969.482893198,64619.6068305,46297.121015387,89999.915705905,213797.63536698
1187500,83531.520710559,92745.88215215,59031.665227376,64777.233582513,46328.724907675,90141.217511566,213443.75590815
1189062.5,83455.942862218,92798.02990329,59063.654481053,64855.145317088,46344.621900985,90213.838117451,213268.76741791
1190625,83380.365479767,92846.991923598,59093.165352112,64929.901333412,46360.590192021,90287.125739156,213101.85997992
1193750,83229.648966759,92938.951005603,59140.981546607,65070.558484664,46392.76834385,90433.397722012,212793.69393049
1196875,83079.030376966,93029.401768235,59181.13298428,65206.672333753,46425.238651876,90578.178506963,212500.34537792
1198437.5,83003.54861727,93074.518842191,59199.929902716,65273.608843777,46441.569989409,90650.191885933,212356.63191869
1200000,82928.113884809,93119.169605794,59218.405938711,65340.037470546,46457.973857789,90720.426176442,212215.8730659
1201562.5,82852.7187258,93163.235063136,59236.987088678,65405.951706302,46474.450048664,90788.953162449,212077.70420496
1203125,82777.352103372,93206.596504074,59255.941878192,65471.301822718,46490.998214297,90856.067223578,211941.74225376
1204687.5,82702.003014091,93249.176604845,59275.40953964,65536.003573975,46507.61786728,90922.214545648,211807.57485451
1206250,82626.664257277,93290.972601536,59295.455308735,65599.978795032,46524.30838259,90987.894939744,211674.72571507
1207812.5,82551.335291694,93332.067791518,59316.106177947,65663.220759037,46541.069003008,91053.576651392,211542.62432539
1209375,82476.023282743,93372.616204921,59337.320549863,65725.780186115,46557.898845015,91119.595499957,211410.76543138
1210937.5,82400.741924505,93412.807351119,59358.966671466,65787.690250581,46574.796904994,91186.006861661,211278.99003566
1212500,82325.508388676,93452.828007761,59380.862336736,65848.927518673,46591.762065381,91252.54698447,211147.56469829
1214062.5,82250.339462156,93492.835253232,59402.824698862,65909.416711485,46608.793101269,91318.793720315,211016.99705267
1215625,82175.248183216,93532.941717799,59424.70238641,65969.062116078,46625.888686428,91384.340305154,210887.8166049
1217187.5,82100.241947496,93573.206375518,59446.412235257,66027.828982129,46643.047400722,91448.868767503,210760.39429136
1218750,82025.322445985,93613.632171825,59467.942142085,66085.824349031,46660.267738786,91512.191600458,210634.81955182
1220312.5,81950.487264577,93654.173820172,59489.291626002,66143.281126571,46677.548117984,91574.298584975,210510.91945971
1221875,81875.732670258,93694.752779695,59510.415057174,66200.46454325,46694.886884132,91635.372188086,210388.37587739
1223437.5,81801.05695954,93735.272428252,59531.223698832,66257.596026993,46712.282318017,91695.758984364,210266.80958399
1225000,81726.463637346,93775.630018425,59551.620414629,66314.825000299,46729.732640943,91755.892350973,210145.83593737
1226562.5,81651.963510352,93815.724935133,59571.523778277,66372.220360368,46747.236022943,91816.21329367,210025.11809925
1228125,81577.574741361,93855.464554083,59590.88849726,66429.782124832,46764.790590751,91877.110457514,209904.38903419
1229687.5,81503.320383286,93894.76959083,59609.734817263,66487.49817845,46782.394439043,91938.797330667,209783.48526045
1231250,81429.224067152,93933.579462145,59628.147167359,66545.406734315,46800.045643193,92001.164240215,209662.43268561
1232812.5,81355.305514364,93971.857244876,59646.221272552,66603.597965557,46817.742271349,92063.819268717,209541.45646257
1234375,81281.57748911,94009.592806297,59664.00597673,66662.161249139,46835.482393742,92126.294589791,209420.88549518
1235937.5,81208.044711411,94046.803090449,59681.487232403,66721.136137368,46853.264089456,92188.184855787,209301.07988312
1237500,81134.704107029,94083.529136543,59698.613818536,66780.50173158,46871.085453355,92249.190398445,209182.3753545
1239062.5,81061.545622532,94119.830367995,59715.328095161,66840.187729333,46888.944602591,92309.15888059,209065.00470179
1240625,80988.553440683,94155.776954387,59731.580482498,66900.082639037,46906.839682913,92368.123197291,208949.04360318
1242187.5,80915.707909171,94191.441449664,59747.344213856,66960.049976648,46924.768874814,92426.30348957,208834.38408627
1243750,80842.988260333,94226.891844672,59762.64117399,67019.973154759,46942.730400743,92484.060155203,208720.71501029
1245312.5,80770.375514495,94262.187195818,59777.550830449,67079.805334537,46960.72253326,92541.81745443,208607.541137
1246875,80697.854558007,94297.376583507,59792.179638761,67139.578218413,46978.743603398,92600.010373604,208494.2570243
1248437.5,80625.414652597,94332.500776071,59806.612480829,67199.363544143,46996.792007949,92659.003071708,208380.31346669
1250000,80553.048383323,94367.59558269,59820.882109389,67259.22272618,47014.866217764,92718.904242521,208265.48073812
1251562.5,80480.749747174,94402.695448218,59834.972901877,67319.180209068,47032.964786013,92779.459751193,208149.97715645
1253125,80408.512323215,94437.836298782,59848.845973205,67379.226124082,47051.086355267,92840.198608975,208034.29431646
1254687.5,80336.3282655,94473.056681427,59862.459008229,67439.328040608,47069.229663513,92900.642029789,207918.95631092
1256250,80264.188500065,94508.396936868,59875.770785291,67499.435060361,47087.393549346,92960.396358484,207804.41880957
1257812.5,80192.084207183,94543.896626073,59888.745722373,67559.482220591,47105.576955915,93019.201201023,207691.01306683
1259375,80120.009406243,94579.590925335,59901.372269388,67619.412395547,47123.77893521,93076.984603669,207578.8514646
1260937.5,80047.96407762,94615.506974613,59913.681040381,67679.209675386,47141.998651931,93133.886057909,207467.75352215
1262500,79975.956846801,94651.660918758,59925.738969514,67738.915296451,47160.235387418,93190.225127563,207357.26745348
1264062.5,79904.006068553,94688.056503347,59937.618506619,67798.609234887,47178.48854307,93246.422288806,207246.79885471
1265625,79832.138493799,94724.685120178,59949.363021811,67858.369433473,47196.757642515,93302.931630019,207135.7546582
1267187.5,79760.385546648,94761.52689893,59960.969681432,67918.234694962,47215.042333324,93360.190286309,207023.65055838
1268750,79688.778212198,94798.551738311,59972.397772141,67978.189990112,47233.342389391,93418.466447271,206910.27345057
1270312.5,79617.342032632,94835.71976635,59983.591470001,68038.173905508,47251.65771446,93477.666398169,206795.84871287
1271875,79546.09336664,94872.981628266,59994.497783123,68098.093206184,47269.988345486,93537.374906762,206680.97076353
1273437.5,79475.037184997,94910.280187574,60005.070728086,68157.832573864,47288.334453963,93597.089194711,206566.3556768
1275000,79404.166043372,94947.555092089,60015.270528698,68217.261477206,47306.696345368,93656.373141425,206452.67737183
1276562.5,79333.460020568,94984.749882789,60025.071667774,68276.248979598,47325.074458361,93714.912678849,206340.48231205
1278125,79262.887965247,95021.819243359,60034.480709326,68334.690449025,47343.469363545,93772.570500245,206230.08176924
1279687.5,79192.410486988,95058.733878199,60043.548000009,68392.533946208,47361.88176212,93829.422251231,206121.46967523
1281250,79121.984467014,95095.481153871,60052.359615819,68449.78788349,47380.312483976,93885.73970398,206014.33469184
1282812.5,79051.568009625,95132.062579337,60061.010741944,68506.504192459,47398.762485319,93941.919185513,205908.17280579
1284375,78981.124421687,95168.489431333,60069.575755719,68562.747458165,47417.232845355,93998.403918717,205802.42616901
1285937.5,78910.624193124,95204.778516526,60078.090483136,68618.568109055,47435.724761955,94055.646187165,205696.56774903
1287500,78840.044792177,95240.948965799,60086.554627591,68673.992831553,47454.239547891,94114.002400673,205590.2168343
1289062.5,78769.368959478,95277.020378724,60094.948860592,68729.032487815,47472.778628854,94173.511458609,205483.33922592
