time,area_h1,area_h2,area_h3,area_h4,area_h5,area_h6,area_h7
334375,122030.73199732,59108.123284989,41242.967592964,45832.23764106,41226.418065935,51529.516468242,289030.00494948
346875,121497.25858757,59547.245704158,41521.670525276,45921.847674533,41260.848869541,52122.271148092,288128.85749082
359375,120966.09538155,59972.921829272,41811.221641772,46009.255579972,41298.83748,52716.382323639,287225.28576379
371875,120438.78720576,60382.600631583,42107.66447097,46094.907769265,41339.678373642,53297.626930296,286338.73461848
384375,119915.13416978,60780.093364451,42405.465948728,46180.057694875,41382.168189741,53873.580878814,285463.4997536
396875,119393.38850788,61172.178699613,42699.970338207,46266.462808213,41424.852512244,54449.191296293,284593.95583754
409375,118871.06430202,61565.207261538,42989.115208429,46356.006873784,41466.345785973,55009.867670308,283742.39289793
421875,118346.04098506,61964.202691147,43273.868496494,46450.271355752,41505.600176179,55571.751196698,282888.26509866
434375,117817.59352162,62369.880549011,43557.586276059,46550.188051036,41542.083720583,56128.218744761,282034.44913692
446875,117286.61819831,62776.957247378,43844.696656771,46655.787691662,41575.831517809,56671.17379229,281188.93489577
459375,116754.90666942,63176.677150733,44138.913591099,46766.193016203,41607.392705391,57217.189413788,280338.72745335
471875,116224.36310136,63563.235172776,44442.078597396,46879.949885082,41637.715140238,57750.171525547,279502.48657759
484375,115696.57678592,63941.886675188,44757.060568289,46995.469997197,41667.970171456,58271.531626685,278669.50417525
490625,115432.23125803,64134.033229183,44920.359448071,47053.583145965,41683.557370589,58530.595158956,278245.64038919
503125,114910.00928283,64701.878725015,45422.697906182,47169.544692906,41715.953771128,59026.792932162,277053.12268977
515625,114390.1518879,65199.618773144,45829.340174707,47285.466351733,41751.108944283,59524.621261499,276019.69260672
528125,113870.44222384,65678.240160206,46197.278047697,47402.037937564,41789.719111164,60003.753308645,275058.52921088
540625,113348.21591968,66145.572843532,46545.502930822,47520.628303605,41832.015746137,60470.313753131,274137.75050308
553125,112821.2753084,66605.809652422,46879.869808899,47643.010822368,41877.676928552,60919.474201168,273252.88327818
565625,112288.72805448,67058.575318531,47209.870879279,47770.979628894,41925.844351926,61343.547769795,272402.45399709
571875,112019.57362573,67283.353454426,47372.919325493,47837.033849043,41950.470890665,61556.24710681,271980.40174782
578125,111749.40223894,67509.124539091,47533.937895944,47904.871917448,41975.311034481,61755.06175535,271572.29061874
584375,111478.44157715,67733.318929344,47692.325713273,47974.580605661,42000.198217067,61933.644928447,271187.49002905
590625,111206.97259444,67953.608060979,47849.886739689,48046.181316357,42024.97123441,62104.830999659,270813.54905446
596875,110935.31453793,68172.301029107,48007.49165153,48119.632936522,42049.483964518,62277.453110112,270438.32277027
603125,110663.81196546,68389.362632571,48165.357858208,48194.844325998,42073.61520475,62441.319826397,270071.68818661
609375,110392.82003653,68602.647756645,48320.995075794,48271.678012649,42097.271913483,62592.821921769,269721.76528312
615625,110122.6845741,68813.501811474,48478.358751395,48349.958900241,42120.391609074,62741.148611248,269373.95574246
621875,109853.71708491,69022.95820896,48638.246241839,48429.498869001,42142.948093537,62880.460107259,269032.17139448
628125,109586.16974028,69231.086294336,48796.897163201,48510.110753622,42164.951286308,63005.294062881,268705.49069936
634375,109320.21505456,69439.693713928,48954.783794602,48591.612794275,42186.442468835,63128.731369515,268378.52080428
640625,109055.93240994,69649.880689385,49112.430263214,48673.848696668,42207.494278373,63245.105021645,268055.30864076
646875,108793.3027351,69863.592372774,49270.509335511,48756.703142763,42228.208314069,63337.03193423,267750.65216555
653125,108532.2099696,70080.862653366,49427.805707687,48840.099809946,42248.706061155,63419.071931579,267451.24386665
659375,108272.44588535,70302.058467624,49581.109844812,48924.008321811,42269.124020338,63503.508353644,267147.74510641
665625,108013.71783494,70534.297284997,49731.245125945,49008.45464174,42289.611387313,63567.911120594,266854.76260446
671875,107755.66172529,70776.495346873,49878.626704369,49093.509964976,42310.320862389,63611.849018685,266573.53637741
678125,107497.86133187,71028.215804564,50024.961103654,49179.280727486,42331.401657571,63655.637021511,266282.64235333
684375,107239.87442762,71288.842480556,50167.02565955,49265.911612963,42352.99902156,63696.958105664,265988.38869208
690625,106981.26505954,71552.290657196,50304.905757594,49353.568507084,42375.246696985,63726.667168585,265706.05615301
696875,106721.6370444,71818.238206181,50442.893066764,49442.418572192,42398.258195148,63747.542890231,265429.01202507
703125,106460.66289276,72083.77292825,50580.934043047,49532.633395481,42422.127080744,63769.800521954,265150.06913776
709375,106198.10558052,72344.698771077,50714.179771697,49624.377283515,42446.921521858,63791.814167925,264879.9029034
715625,105933.83199129,72605.772292015,50841.167409908,49717.785701241,42472.674778743,63805.236323504,264623.53150329
721875,105667.81853155,72869.577219969,50968.478845691,49812.969702287,42499.386900423,63805.344812383,264376.42398769
728125,105400.15215483,73131.2967162,51098.640800348,49910.013340729,42527.024857329,63803.136005574,264129.73612498
734375,105131.02846327,73391.839365043,51223.130553271,50008.955394677,42555.517298238,63805.204208892,263884.3247166
740625,104860.74494324,73655.520293186,51345.631216924,50109.795970671,42584.761198512,63787.584643018,263655.96173444
746875,104589.6879233,73919.875442811,51471.612731878,50212.50619902,42614.630678309,63753.214193968,263438.47283071
753125,104318.31236261,74179.468076737,51597.673303246,50317.01903114,42644.978156338,63728.728719563,263213.82035035
759375,104047.11329056,74437.243373854,51719.185494174,50423.240097055,42675.645083024,63699.177459275,262998.39520204
765625,103776.59186288,74697.089310281,51843.08940023,50531.062494245,42706.47514461,63640.03210683,262805.65968091
771875,103507.22118451,74954.395230279,51970.688190654,50640.35880702,42737.317012504,63579.714083648,262610.30549137
778125,103239.41472866,75206.140820185,52094.416206378,50750.987212548,42768.033674821,63533.415185953,262407.59217144
784375,102973.50055664,75458.096675346,52214.945014819,50862.802758198,42798.514255418,63459.891971397,262232.24876817
790625,102709.70350705,75712.773851589,52338.28328867,50975.647498449,42828.673498481,63364.285526895,262070.63282886
796875,102448.13349674,75963.399385717,52464.566686661,51089.35926551,42858.456360691,63289.338072071,261886.7467326
803125,102188.77927765,76211.382508195,52586.310207304,51203.793048525,42887.845933619,63201.147032981,261720.74199172
809375,101931.50844169,76463.478647289,52704.963325286,51318.820677231,42916.857478287,63080.23586612,261584.13556409
815625,101676.07300751,76716.813666645,52824.916015478,51434.347677446,42945.536914857,62970.438565241,261431.87415281
821875,101422.12214894,76966.273275663,52946.245973153,51550.339986378,42973.964287157,62860.145140231,261280.90918847
828125,101169.2238679,77217.146462024,53061.821350325,51666.818482486,43002.242873078,62726.397630713,261156.34933346
834375,100916.89364779,77473.703647362,53174.74030227,51783.860935967,43030.492762452,62586.16941219,261034.13929195
840625,100664.62764291,77730.694615626,53289.795139941,51901.615739539,43058.852551018,62447.776596977,260906.63771398
846875,100411.93748028,77985.574496899,53404.854264943,52020.281411959,43087.467024005,62301.966269462,260787.91905244
853125,100158.38216506,78243.162200141,53513.627196262,52140.093106105,43116.479631699,62141.790773974,260686.46492675
859375,99903.594641181,78504.284116213,53620.876294164,52261.328587862,43146.034944717,61970.723619065,260593.15779679
865625,99647.302303982,78764.094007951,53731.075079563,52384.284942185,43176.266820851,61801.654560394,260495.32228506
871875,99389.341079643,79022.864869098,53840.467719824,52509.260309117,43207.290624473,61630.363989259,260400.41140858
878125,99129.6637249,79284.786833055,53945.313421332,52636.556296116,43239.206043419,61424.925569717,260339.54811145
884375,98868.342950289,79547.145352745,54049.833906438,52766.452943426,43272.085812808,61224.451795534,260271.68723875
890625,98605.568734489,79806.88063835,54156.727629327,52899.180387777,43305.968854442,61040.655203242,260185.01855236
896875,98341.638841011,80066.191961935,54260.341588827,53034.90552023,43340.865378052,60808.264623938,260147.792086
903125,98076.942133715,80326.036269319,54359.764684886,53173.695020396,43376.749587783,60554.78743097,260132.02487292
909375,97811.934708779,80584.042487531,54459.866684216,53315.479053562,43413.558699026,60322.569672194,260092.54869468
915625,97547.110093088,80841.093134918,54561.673280272,53460.046624213,43451.204453065,60096.863032005,260042.00938243
921875,97282.966661501,81098.334261992,54659.319977569,53607.052180697,43489.572205965,59887.361893899,259975.39281837
928125,97019.975093738,81353.522651775,54753.952323924,53756.051331393,43528.527092949,59725.593444849,259862.37806136
934375,96758.548421108,81606.391240439,54849.937531016,53906.568432146,43567.929888554,59567.985898243,259742.63858848
940625,96499.017355469,81858.311845278,54946.022672672,54058.156718525,43607.637652006,59387.243793364,259643.60996267
946875,96241.611367599,82107.095987085,55037.691923393,54210.457464977,43647.512271158,59232.890304708,259522.74068107
953125,95986.44600546,82352.457128681,55127.958855809,54363.247742201,43687.43549107,59086.323963976,259396.13081279
959375,95733.517348043,82597.115076336,55221.015014606,54516.452627964,43727.306513347,58917.537489692,259287.05593
965625,95482.702717282,82839.722114075,55314.571882608,54670.144629308,43767.048882175,58753.836581892,259171.97319265
971875,95233.767858068,83077.589190186,55404.832198113,54824.533627225,43806.622346131,58602.349442801,259050.30533747
978125,94986.381026584,83314.70301161,55493.829824073,54979.929588198,43846.015109927,58446.310337207,258932.83110239
984375,94740.132300429,83553.186224982,55585.073454905,55136.696273286,43885.246272947,58273.385515236,258826.2799582
990625,94494.557148411,83788.341062059,55676.848019385,55295.194204255,43924.372456142,58109.874731351,258710.81237839
996875,94249.163040169,84021.257948625,55765.410011361,55455.689789585,43963.473966568,57958.969569969,258586.03567371
1003125,94003.45661623,84257.892811933,55852.557812287,55618.274645191,44002.65268768,57786.173542237,258478.99188443
1009375,93756.970283357,84495.999332319,55941.084975106,55782.853310977,44042.034155173,57607.962029156,258373.0959139
1015625,93509.287223268,84730.823106225,56030.820725761,55949.193951753,44081.751087358,57455.226297175,258242.89760845
1021875,93260.063902021,84966.371915441,56118.040843223,56117.022096845,44121.941046112,57289.568058631,258126.99213772
1025000,93134.615446242,85085.769976267,56161.875719568,56201.539128069,44142.260429708,57196.427606629,258077.51169351
1031250,92882.666569815,85325.311442025,56247.544268219,56371.21802237,44183.417863743,57018.044475788,257971.79735803
1037500,92628.754457784,85563.551062638,56333.577549613,56542.156567975,44225.385065698,56868.03704329,257838.53825299
1043750,92372.917108811,85802.982227817,56417.702366095,56714.529560967,44268.276131171,56690.559821491,257733.03278364
1050000,92115.310362158,86045.208219584,56498.976942805,56888.65063955,44312.183478454,56492.695507732,257646.97484971
1056250,91856.198797627,86288.297958567,56578.054743975,57064.913876312,44357.169355295,56328.573796548,257526.79147167
1062500,91595.939312232,86534.472492752,56654.551173124,57243.696294324,44403.270684034,56151.731517281,257416.33852624
1068750,91334.958691784,86786.76287413,56723.66953353,57425.253758805,44450.487963773,55947.051463232,257331.81571474
1075000,91073.727927292,87041.746083111,56784.457669746,57609.608222867,44498.784324215,55759.830693893,257231.84507886
1081250,90812.734236266,87299.726357848,56839.036550156,57796.47550765,44548.096995201,55579.005411359,257124.92494151
1087500,90552.450483971,87562.760287593,56889.470800149,57985.330385075,44598.331078615,55372.639034125,257039.01793046
1093750,90293.306252448,87824.26942561,56937.206949951,58175.574648878,44649.36797519,55161.504440494,256958.77030742
1100000,90035.6647536,88078.462559878,56984.935359351,58366.707870586,44701.082368151,54965.957567235,256867.18952119
1103125,89907.035768316,88204.905042297,57009.004350775,58462.756063838,44727.136958711,54868.584977789,256820.57683826
1106250,89778.882479363,88331.511515786,57032.39379849,58558.919935911,44753.314250258,54769.230857529,256775.74716265
1109375,89651.226331565,88459.43132156,57054.524368494,58655.206423507,44779.597480996,54665.448569281,256734.56550459
1112500,89524.082428843,88588.8672066,57074.878859493,58751.639536761,44805.970909083,54559.207445432,256695.35361378
1115625,89397.459356766,88719.23569791,57092.926454623,58848.259100512,44832.420065634,54454.161214886,256655.53810966
1118750,89271.35913964,88849.891128247,57108.430681839,58945.118097979,44858.931481987,54353.083273273,256613.18619703
1121875,89145.777301822,88980.155940234,57121.996125291,59042.278591474,44885.492346907,54258.308880405,256565.99081386
1128125,88897.106724816,89235.15057845,57149.237219979,59237.408825705,44938.659707703,54074.659396869,256467.77754647
1134375,88650.209808023,89485.809979991,57183.118555342,59434.554083393,44991.89453609,53845.527273394,256408.88576376
1140625,88404.829605085,89728.722295119,57222.772595774,59633.733218301,45045.157354176,53615.062867863,256349.72206367
1146875,88160.638782106,89964.439347713,57266.675811391,59834.575221358,45098.433690307,53409.003663789,256266.23348333
1153125,87917.256383149,90196.481607838,57313.504359556,60036.449443549,45151.745564796,53177.015575227,256207.54706587
1159375,87674.266200724,90423.976730249,57362.301193214,60238.76891298,45205.146091997,52920.279104106,256175.26176672
1165625,87431.236276985,90646.044071381,57413.642462817,60441.215142762,45258.708324078,52695.901891963,256113.25183
1171875,87187.738598021,90866.389989723,57467.547824822,60643.78543209,45312.5325496,52458.015957576,256063.98964816
1178125,86943.36972411,91086.935152522,57523.383786062,60846.803942993,45366.732679217,52189.294577252,256043.48013783
1184375,86697.770812369,91303.378078404,57578.752769649,61050.834277885,45421.427569384,51939.582250135,256008.25424216
1190625,86450.645862336,91516.539712407,57633.788981027,61256.46882883,45476.747268064,51689.333183498,255976.47616383
1196875,86201.77810757,91731.178319597,57690.281359868,61464.196190127,45532.815541688,51412.194249165,255967.55623197
1203125,85951.042794281,91945.899795018,57750.367043101,61674.486622014,45589.745894044,51127.264582422,255961.19326911
1209375,85698.415636119,92155.809014386,57816.3264093,61888.319554654,45647.646947308,50851.96381721,255941.51862101
1215625,85443.976622286,92360.436529296,57888.637819645,62108.379707696,45706.601536392,50562.803938876,255929.1638458
1221875,85187.908065848,92560.94921251,57965.88803149,62339.906360757,45766.666700182,50248.17999213,255930.50163707
1228125,84930.488198088,92752.098293474,58047.592169387,62584.712780275,45827.878308488,49944.237228893,255912.99302138
1231250,84801.204844853,92845.07364049,58090.183959425,62709.512429584,45858.857782068,49796.236194206,255898.93114936
1234375,84671.715146801,92935.816758803,58134.380569382,62834.694201616,45890.117668458,49651.101236086,255882.17441884
1240625,84412.765582372,93112.129317917,58229.50098217,63082.547237946,45953.569314394,49324.531114638,255884.95645055
1243750,84282.966828686,93200.239493954,58278.883809886,63205.390895223,45985.639393407,49146.552008124,255900.32757071
1246875,84153.185577448,93286.650775839,58329.215233479,63326.788351767,46017.960768077,48969.619854714,255916.57943867
1253125,83894.483686203,93444.535379094,58437.935625248,63564.509881588,46083.392210622,48638.888024794,255936.25519244
1259375,83636.489334447,93592.210764079,58556.464253964,63797.845794415,46149.649228415,48288.466393436,255978.87423123
1262500,83507.505236243,93665.294322002,58618.017512583,63913.5336258,46183.025017376,48093.453034972,256019.17125101
1265625,83378.79869622,93736.294783296,58681.323221173,64028.008036598,46216.56269068,47891.998280009,256067.01429201
1268750,83250.379771817,93804.191746575,58746.215573112,64141.371821501,46250.24561637,47695.441409276,256112.15406134
1271875,83122.247106456,93869.316672153,58812.142319579,64253.751340045,46284.056706585,47509.406484377,256149.07937079
1278125,82867.21175626,93989.297912701,58951.137280456,64475.011429683,46351.991558301,47142.889490722,256222.46057187
1281250,82739.508754358,94047.34555042,59022.287404839,64585.217345933,46386.098114489,46943.257193598,256276.28563635
1284375,82611.660987379,94104.142206193,59093.72751619,64694.698613906,46420.272167355,46730.621268587,256344.87724038
1287500,82483.409339133,94160.732995668,59164.891019585,64803.55402661,46454.500729666,46511.44164058,256421.47024875
1290625,82354.411815023,94217.056237445,59235.301828374,64911.852912227,46488.771770985,46296.438550362,256496.16688557
1293750,82224.337639328,94272.059536538,59305.251230441,65019.622023117,46523.075440059,46088.863939367,256566.79019114
1296875,82093.065852902,94324.991854231,59375.672031266,65126.878456319,46557.404374399,45884.527227119,256637.46020375
1300000,81960.754348899,94376.043273271,59446.660698678,65233.664500169,46591.753213007,45676.828871922,256714.29509404
1306250,81695.844137711,94474.446064293,59582.962907054,65445.319074244,46660.408336953,45222.50761113,256918.51186861
1312500,81432.589758667,94572.485570546,59714.124281881,65655.910520084,46729.117582867,44734.981788168,257160.79049778
1318750,81168.761360922,94660.882726805,59850.363303495,65865.448536244,46797.909742363,44248.242484452,257408.39184571
1325000,80904.181987419,94740.59139772,59987.961678382,66074.047903204,46866.837610271,43748.621418136,257677.75800486
1331250,80640.727942201,94825.597047984,60118.751963991,66281.526873807,46935.975257308,43201.760761618,257995.66015308
1337500,80380.599044059,94916.333764687,60247.376761319,66487.91570325,47005.429182357,42627.373679707,258334.97186461
1343750,80121.485252204,94998.312720819,60383.625292267,66693.34421768,47075.314374316,42072.266738225,258655.65140448
1350000,79860.059947005,95076.575557457,60524.343694658,66897.509785131,47145.75365166,41485.046831685,259010.71053239
1356250,79595.775108535,95163.492031765,60659.908038517,67100.271579126,47216.881089732,40848.152652987,259415.51949933
1362500,79329.470473138,95251.117358998,60792.751053737,67301.776089343,47288.8243345,40245.555827371,259790.5048629
1368750,79062.655710645,95331.026150198,60930.967465406,67501.844671504,47361.707823498,39637.823414266,260173.97476447
1371875,78928.723167915,95368.929823853,61002.81436769,67601.742120713,47398.502735385,39310.52496031,260388.76282412
1378125,78661.549235786,95439.072260145,61148.277349663,67799.223512236,47472.995703153,38657.5798116,260821.30212741
1384375,78392.026562919,95513.758693841,61287.217879113,67995.092756796,47548.675863529,38025.395738419,261237.83250537
1387500,78255.770751986,95552.527046004,61355.993315178,68092.826050394,47586.921464829,37705.167890616,261450.79348098
1390625,78118.991736135,95592.1948092,61423.998510778,68189.937162324,47625.479479836,37385.348774089,261664.04952763
1393750,77981.797851714,95631.820967387,61492.028178903,68286.395722625,47664.35400334,37059.961828131,261883.64144789
1396875,77844.263407969,95670.176442098,61561.040112714,68382.206937032,47703.546468334,36730.737424018,262108.02920782
1400000,77706.460794217,95705.805074962,61632.047522939,68477.399310597,47743.05716279,36404.45808191,262330.77205257
1403125,77568.493753963,95737.590892393,61705.574680993,68571.996488514,47782.885522186,36082.843582942,262550.615079
1406250,77430.500949566,95766.253372175,61780.753789596,68665.998111435,47823.029636494,35763.583788195,262769.88035253
1409375,77292.617794276,95794.456079411,61855.480656907,68759.38456425,47863.485255768,35440.680837778,262993.8948116
1412500,77154.898740164,95825.023549173,61928.127950365,68852.137825991,47904.244524182,35087.611691594,263247.95571852
1415625,77017.273026494,95858.801405187,61998.399869729,68944.268238397,47945.298871475,34718.801670189,263517.15691852
1418750,76879.58983498,95894.240543026,62066.755844371,69035.814174471,47986.640369547,34367.76136052,263769.19787307
1421875,76741.722096717,95929.866342133,62133.78224521,69126.816270742,48028.261228332,34042.102976763,263997.44884009
1425000,76603.647313919,95965.098224545,62200.076080847,69217.28735494,48070.153271683,33738.361668198,264205.37608586
1428125,76465.435790484,96000.393595728,62266.37482344,69307.200421468,48112.30720136,33450.770343302,264397.51782421
1431250,76327.170889109,96036.934137156,62333.639853946,69396.506990331,48154.712378355,33177.502323808,264573.53342728
1434375,76188.899536246,96070.962771736,62402.898624448,69485.171230185,48197.357516927,32921.333731579,264733.37658887
1437500,76050.65345007,96098.467042241,62474.804966145,69573.192597326,48240.231800088,32671.602844397,264891.04729972
1440625,75912.490925628,96120.344671999,62548.947737915,69660.605242953,48283.326042347,32439.844018137,265034.44136101
1443750,75774.510564404,96139.649019426,62623.551227589,69747.453311763,48326.632150878,32227.2426053,265160.96112063
1446875,75636.83317172,96159.227276757,62696.56176242,69833.761408106,48370.14243731,32036.598422462,265266.87552121
1450000,75499.556293635,96180.623796732,62766.905457306,69919.519772321,48413.848874869,31865.47428912,265354.07151601
1453125,75362.703519023,96204.177999319,62834.526898716,70004.69931172,48457.743705665,31712.460443951,265423.6881216
1456250,75226.211044766,96229.576816194,62899.858077819,70089.287622718,48501.82066717,31571.299796856,265481.94597447
1459375,75089.972309674,96256.268950268,62963.467285526,70173.321578582,48546.075422956,31434.954103255,265535.94034973
1462500,74953.915100618,96283.608694559,63025.961781972,70256.893955798,48590.505287125,31305.972612911,265583.14256701
1465625,74818.049404448,96310.860648212,63087.988473752,70340.129047186,48635.108176363,31188.770716028,265619.093534
1471875,74548.566086425,96359.228052576,63214.336325375,70505.25086623,48724.872663951,30993.247040782,265654.49896465
1475000,74413.463725203,96381.35997021,63279.854972781,70588.055761811,48769.995067757,30902.412384793,265664.85811743
1478125,74278.682161403,96400.512748476,63347.636992018,70670.666671956,48815.28668112,30817.558372799,265669.65637222
1481250,74144.204621508,96416.712332862,63417.570551127,70753.034774343,48860.750808038,30733.844535234,265673.88237688
1487500,73877.648777148,96445.829634521,63556.617905942,70916.232075376,48952.247907297,30610.752234836,265640.67146487
1493750,73612.117617081,96483.382871248,63685.543381474,71079.022944729,49044.492567422,30500.878721155,265594.56189688
1496875,73478.809667483,96504.947002189,63747.767323654,71160.760222314,49090.892872578,30455.393845638,265561.42906613
1503125,73213.895322054,96554.11021497,63863.392794707,71323.740775105,49184.321589301,30414.691909142,265445.84739471
1509375,72948.786419624,96605.689158846,63975.358080234,71486.763636727,49278.601714963,30407.774291245,265297.02669835
1515625,72683.622499194,96655.544144751,64087.398516552,71649.18766379,49373.786982805,30398.177559878,265152.28263302
1518750,72550.347274873,96679.773095195,64144.486617878,71730.381095118,49421.718411516,30398.184113995,265075.10939141
1521875,72417.044951489,96702.527487347,64202.559577868,71811.226418991,49469.889419907,30403.861003008,264992.89114138
1525000,72283.725523401,96723.348650949,64261.961945175,71891.736650245,49518.308407425,30411.779560534,264909.13926226
1528125,72150.463895637,96741.810110401,64322.96631865,71971.952451552,49566.984724023,30419.42386472,264826.398635
1531250,72017.337853124,96757.657155667,64385.75243781,72051.927297203,49615.928038975,30425.545991536,264745.85122567
1534375,71884.361840519,96771.082626926,64450.194298657,72131.709580979,49665.147319939,30430.781196113,264666.72313686
1537500,71751.471595849,96783.049202596,64515.511514781,72211.330788674,49714.65029484,30438.394974019,264585.59162923
1543750,71486.714301261,96810.007538708,64640.52325821,72369.471185121,49814.614636134,30471.460966311,264407.20811424
1550000,71220.677818604,96846.330753661,64755.99090706,72527.144338355,49915.831801114,30495.942506978,264238.08187422
1556250,70953.070427562,96889.367861998,64864.579690825,72684.15104732,50018.342078206,30531.012324406,264059.47656967
1562500,70683.767148333,96935.250368176,64970.401695687,72840.181257035,50122.174239284,30572.956529321,263875.26876215
1568750,70413.524660261,96980.821086344,65076.148705081,72994.821945132,50227.35071089,30608.245714646,263699.08717764
1575000,70143.48489149,97024.159254493,65182.526246668,73147.7499516,50333.869861634,30661.838160666,263506.37163344
1581250,69873.583121644,97064.487869282,65290.062927459,73298.790776228,50441.725180215,30709.425018862,263321.9251063
1584375,69737.763444918,97084.136771496,65344.833471541,73374.089691094,50496.092644059,30732.0726501,263231.01132678
1587500,69601.678943281,97102.908252532,65400.416591447,73448.838053736,50550.783173707,30756.046413432,263139.32857185
1590625,69465.248192361,97120.663166382,65457.162300084,73523.022938504,50605.794803837,30782.674186968,263045.43441185
1593750,69328.43897866,97137.172624976,65515.449918924,73596.624512696,50661.126120771,30808.865221723,262952.32262224
1596875,69191.262754901,97152.177667466,65575.60574047,73669.613865433,50716.776947115,30832.301288157,262862.26173645
1600000,69053.785018189,97165.588382382,65637.679815306,73741.958510168,50772.747672368,30853.628895576,262774.611706
